entry_time,exit_time,side,quantity,entry,exit,net_pnl,reason,exit_detail,gross_before_execution_costs,slippage_cost,entry_fee,exit_fee,funding_cost,initial_risk_usdt,initial_risk_fraction,initial_distance,entry_equity,peak_completed_close_r,first_trailing_update_r,trailing_updates,hours
2025-03-09 23:00:00+00:00,2025-03-10 02:00:00+00:00,-1,0.054,80295.00427,82514.95277572279,-124.98006150825589,stop,trailing_stop,-117.23970855646388,2.637510752566598,2.601558138348,2.673484469933418,-0.17220040905599998,191.3916184293069,0.01913916184293069,3544.28923017235,10000.0,-0.11110710904957627,-0.11110710904957627,1,3.0
2025-03-10 15:00:00+00:00,2025-03-11 04:00:00+00:00,-1,0.039,79789.75589,80189.3500997569,-19.05754760409864,stop,trailing_stop,-13.712419874557236,1.871754305962094,1.867080287826,1.8764307923343115,-0.270137656581,190.5399063548884,0.01929514143178433,4885.638624484318,9875.019938491745,0.44396568324349783,-0.04501849745860235,4,13.0
2025-03-19 23:00:00+00:00,2025-03-20 10:00:00+00:00,1,0.067,86135.833,85355.06442552427,-59.536278897394176,stop,trailing_stop,-48.86453184942918,3.446962640444923,3.4626604866,3.431273589906075,0.330850331014,188.09166859877195,0.01908404893799844,2807.3383372951034,9855.962390887647,0.24007330753349013,0.24007330753349013,1,11.0
2025-03-24 11:00:00+00:00,2025-03-24 22:00:00+00:00,1,0.101,87773.72421999999,87314.32668646007,-56.70435888284894,stop,trailing_stop,-41.09398664352579,5.305164244005674,5.319087687731999,5.29124819719948,-0.30512788961400006,181.28397974003977,0.01850511376982253,1794.8908885152453,9796.426111990251,0.35627557312355057,-0.072552722192329,5,11.0
2025-03-29 10:00:00+00:00,2025-03-30 02:00:00+00:00,-1,0.099,83484.14724,83159.0614094691,22.519107606523473,stop,trailing_stop,37.13280386140045,4.949306638840511,4.958958346056001,4.939648247722464,-0.23421697774199998,180.5131350448656,0.01853370554320753,1823.3650004531878,9739.721753107402,0.7237976157664512,0.3260165901244468,3,16.0
2025-04-06 18:00:00+00:00,2025-04-07 04:00:00+00:00,-1,0.094,80741.67023,76888.98412868966,353.62657900586663,target,target,366.5977109698811,4.445217446708398,4.553830200972,4.336538704858096,-0.36445438852400003,182.1600562949408,0.018659656004596795,1937.8729393078809,9762.240860713926,1.585279492626178,0.8643859956051895,4,10.0
2025-04-07 05:00:00+00:00,2025-04-07 10:00:00+00:00,-1,0.054,76936.81203,76867.17579776348,-0.9448727610496368,stop,trailing_stop,6.2519817062591905,2.491625165487291,2.492752709772,2.490496495847536,-0.278019903798,194.6603643263097,0.019243071885459755,3604.8215615983277,10115.867439719792,0.597924749718909,0.005801127640485671,2,5.0
2025-04-12 14:00:00+00:00,2025-04-13 08:00:00+00:00,1,0.082,84438.3239,84313.65300931092,-19.837703817097097,stop,trailing_stop,-6.071714950990427,4.151298085514573,4.15436553588,4.148231728058097,1.312093516654,190.95455953290883,0.018878499392242325,2328.7141406452297,10114.922566958743,0.44521398393395656,0.14938548872452248,5,18.0
2025-04-21 01:00:00+00:00,2025-04-21 11:00:00+00:00,1,0.11,86625.87997,86673.09297788443,-6.763749927582547,stop,trailing_stop,10.91229795667532,5.718867089387496,5.717308078019999,5.720424136540372,0.51944858031,187.19964940753675,0.018543642965402393,1701.8149946139704,10095.084863141647,0.5350287974202135,0.36609151521862215,5,10.0
2025-04-21 15:00:00+00:00,2025-04-21 17:00:00+00:00,1,0.08600000000000001,88180.14610999999,86883.57602042294,-120.65584319948948,stop,trailing_stop,-106.98839330161762,4.516634402008037,4.550095539275999,4.483192522653824,0.117527433934,189.07186249579158,0.01874165784117816,2198.510029020832,10088.321113214066,-0.0831227092838798,-0.0831227092838798,1,2.0
