time,gross_return,net_return,gross_nav,net_nav,price_pnl,fee,sampled_spread_cost,funding_cost,turnover
2025-03-01 00:00:00+00:00,-0.01480247691161706,-0.015317123711002554,9851.975230883829,9846.828762889974,-148.0247691161706,4.659879958750122,0.6086302074329907,-0.12204217232814757,0.9319759917500243
2025-03-02 00:00:00+00:00,-0.0482939680018388,-0.04829840703137074,9376.184254328617,9371.242619331706,-475.790976555212,0.0,0.0,-0.20483299694318707,0.0
2025-03-03 00:00:00+00:00,0.026224638062943884,0.02615058077949989,9622.071292809858,9616.306056452831,245.88703848124135,0.0,0.0,0.8236013601154271,0.0
2025-03-04 00:00:00+00:00,-0.0161222511913702,-0.016096590494099543,9466.941842445905,9461.516315796182,-155.12945036395274,0.0,0.0,-0.33970970730222744,0.0
2025-03-05 00:00:00+00:00,-0.00012520375319682078,-0.00013378813950649932,9465.756545795935,9460.250477131382,-1.1852966499702529,0.0,0.0,0.08054201483050599,0.0
2025-03-06 00:00:00+00:00,-0.0013992512133030321,-0.001417759338975864,9452.511574464399,9446.838118668378,-13.244971331536082,0.0,0.0,0.16738713146780854,0.0
2025-03-07 00:00:00+00:00,0.02083644176796793,0.020738349102856397,9649.468281446769,9642.749945491494,196.9567069823703,0.0,0.0,1.0448801592543084,0.0
2025-03-08 00:00:00+00:00,-0.0006912531514341902,-0.0014706705374262186,9642.798056087555,9628.568637246892,-6.670225359214339,5.928839083360989,1.018646977336521,0.5635968246907682,1.2288426492391276
2025-03-09 00:00:00+00:00,0.015702848143427716,0.01575712611287555,9794.217449640038,9780.28720755047,151.41939355248286,0.0,0.0,-0.29917675109468994,0.0
2025-03-10 00:00:00+00:00,0.007219597092263124,0.007228379358395394,9864.927753460452,9850.982833720705,70.71030382041397,0.0,0.0,0.014677650177633894,0.0
2025-03-11 00:00:00+00:00,-0.0061496314030742546,-0.006105445926076617,9804.262083958713,9790.838190710714,-60.66566950173915,0.0,0.0,-0.521026491748388,0.0
2025-03-12 00:00:00+00:00,-0.002959829155298146,-0.0027975584936845857,9775.243143196427,9763.44774817,-29.01894076228516,0.0,0.0,-1.6284982215709802,0.0
2025-03-13 00:00:00+00:00,0.004453359617617471,0.0045527892466957045,9818.77581626273,9807.898668088543,43.53267306630304,0.0,0.0,-0.9182468522407212,0.0
2025-03-14 00:00:00+00:00,-0.007125806141263868,-0.006990826916981153,9748.809123251513,9739.333346080646,-69.96669301121811,0.0,0.0,-1.4013710033211357,0.0
2025-03-15 00:00:00+00:00,-0.001644107457582528,-0.001942348293132291,9732.781033469426,9720.41616857964,-16.028089782086397,4.069878892454244,0.6716275014941604,-1.8524186750286558,0.8349489339671922
2025-03-16 00:00:00+00:00,0.007934754464333464,0.00802031840986003,9810.008261225128,9798.377001328001,77.22722775570159,0.0,0.0,-0.7336049926588014,0.0
2025-03-17 00:00:00+00:00,-0.0035926026828766674,-0.0035658578410807753,9774.764799226808,9763.43738186795,-35.24346199831967,0.0,0.0,-0.30384253826868224,0.0
2025-03-18 00:00:00+00:00,-0.002371751005509999,-0.0023923078359250525,9751.581490985618,9740.080234113744,-23.183308241189927,0.0,0.0,0.173839513016352,0.0
2025-03-19 00:00:00+00:00,-0.008710233114440443,-0.008660125233166912,9666.64294296467,9655.729919505226,-84.93854802094744,0.0,0.0,-0.5882334124287265,0.0
2025-03-20 00:00:00+00:00,0.0013808206313785255,0.0014530186606996358,9679.990842976486,9669.759875260943,13.347900011815245,0.0,0.0,-0.6820557439016381,0.0
2025-03-21 00:00:00+00:00,0.0008677194791934798,0.0009963351099946782,9688.39035958935,9679.394196529884,8.39951661286521,0.0,0.0,-1.2348046560750268,0.0
2025-03-22 00:00:00+00:00,0.006997933165154213,0.006284594355413725,9756.18906780368,9740.225262661219,67.79870821433066,6.859372757977119,1.0660260323302797,-0.9577567073128136,1.4159984276826472
2025-03-23 00:00:00+00:00,-0.006257744992080737,-0.006105745872238835,9695.137324522839,9680.753922469048,-61.05174328084131,0.0,0.0,-1.5804030886711442,0.0
2025-03-24 00:00:00+00:00,-0.0132792797033241,-0.013136657185164605,9566.392884228362,9553.581176895636,-128.74444029447605,0.0,0.0,-1.5716947210626044,0.0
2025-03-25 00:00:00+00:00,-0.011752882039309987,-0.011543888476228626,9453.960197118331,9443.295701240955,-112.43268711003039,0.0,0.0,-2.1472114553501447,0.0
2025-03-26 00:00:00+00:00,0.002252402479210442,0.0022394681222429745,9475.254320504677,9464.443660932799,21.29412338634617,0.0,0.0,0.14616369450293204,0.0
2025-03-27 00:00:00+00:00,0.0014131484922048927,0.0014992554277282846,9488.644261860956,9478.633279461881,13.38994135627908,0.0,0.0,-0.7996771728029743,0.0
2025-03-28 00:00:00+00:00,0.010801037111176935,0.0107605973824214,9591.131460668072,9580.629035917791,102.48719880711627,0.0,0.0,0.4914423512063713,0.0
2025-03-29 00:00:00+00:00,-0.0028615384711538753,-0.003811977526382972,9563.686069011475,9544.10789334426,-27.445391656595948,7.732072478436797,1.2831049239584393,0.060573514539597334,1.6123379207437574
2025-03-30 00:00:00+00:00,-0.008914770719993897,-0.009511605251416177,9478.428000468239,9453.328106585845,-85.25806854323703,0.0,0.0,5.521718215178828,0.0
2025-03-31 00:00:00+00:00,0.0064512395443612385,0.00632313369091716,9539.57561000324,9513.102764027892,61.14760953500153,0.0,0.0,1.3729520929544468,0.0
2025-04-01 00:00:00+00:00,0.0004270884656691163,-0.00014603486241558092,9543.64985271365,9511.713519374602,4.074242710410807,4.915740670631862,1.0748720151520175,-0.5271253220829759,1.0305994462640864
2025-04-02 00:00:00+00:00,0.011953558766301003,0.011989274287573782,9657.730432073062,9625.752061703208,114.08057935941252,0.0,0.0,0.04203703080667964,0.0
2025-04-03 00:00:00+00:00,0.0015047403215857056,0.001512089996873055,9672.262808469208,9640.307065108089,14.532376396145674,0.0,0.0,-0.022627008735930543,0.0
2025-04-04 00:00:00+00:00,0.0018216461169178945,0.0018403996385930167,9689.882248456066,9658.04908274664,17.6194399868573,0.0,0.0,-0.12257765169333128,0.0
2025-04-05 00:00:00+00:00,0.00075133076616845,0.00035859211586388833,9697.16255510988,9661.51238300234,7.280306653814559,3.0932206418086743,0.768424069495854,-0.044638313189372794,0.6384433912603079
2025-04-06 00:00:00+00:00,0.017717358304190745,0.017762634135069656,9868.970658632745,9833.126292653056,171.80810352286358,0.0,0.0,0.19419387214802813,0.0
2025-04-07 00:00:00+00:00,-0.003604884069325759,-0.003634169168565539,9833.394163524796,9797.391048249685,-35.576495107948524,0.0,0.0,0.15874929542237634,0.0
2025-04-08 00:00:00+00:00,0.01066399179131721,0.01075138579386609,9938.257398165411,9902.726579182787,104.86323464061499,0.0,0.0,-0.47229629248746724,0.0
2025-04-09 00:00:00+00:00,-0.006950599231593619,-0.007091987159199291,9869.180553930344,9832.49656944216,-69.07684423506811,0.0,0.0,1.153165505557734,0.0
2025-04-10 00:00:00+00:00,0.009956071305616043,0.009807918589381496,9967.438819253273,9928.932895325623,98.25826532292974,0.0,0.0,1.8219394394681898,0.0
2025-04-11 00:00:00+00:00,-0.00241293455496746,-0.0024654974031966662,9943.388041701774,9904.453137055683,-24.05077755150028,0.0,0.0,0.4289807184389995,0.0
2025-04-12 00:00:00+00:00,-0.005223375400569361,-0.00586768589569863,9891.449993206434,9846.336917078774,-51.938048495340595,4.4333333857069475,0.9520532284561317,0.7927848674060158,0.8917148495289337
2025-04-13 00:00:00+00:00,0.00958008991926776,0.009604713518090608,9986.210973573292,9940.908162369915,94.76098036685812,0.0,0.0,0.18973507571702883,0.0
2025-04-14 00:00:00+00:00,-0.002375516762239778,-0.0024924730286320124,9962.488562014305,9916.1307168951,-23.722411558986167,0.0,0.0,1.0550339158286666,0.0
2025-04-15 00:00:00+00:00,0.007461845623448334,0.007512480997127523,10036.827113689425,9990.625460470808,74.33855167512053,0.0,0.0,-0.15619190058644195,0.0
2025-04-16 00:00:00+00:00,0.010142437372897738,0.010117448987010754,10138.625004112622,10091.705103915452,101.79789042319696,0.0,0.0,0.7182469785527303,0.0
2025-04-17 00:00:00+00:00,-0.006081537514802344,-0.0061799390723881594,10076.966575801598,10029.338981236746,-61.658428311023975,0.0,0.0,0.707694367682139,0.0
2025-04-18 00:00:00+00:00,-0.006254844154846857,-0.006278356052651745,10013.936720316358,9966.371220139803,-63.02985548523978,0.0,0.0,-0.06209438829597269,0.0
