date,horizon,ic,symbols
2025-09-19 00:00:00+00:00,1,0.1258795013341789,50
2025-09-20 00:00:00+00:00,1,-0.003697922946571115,50
2025-09-21 00:00:00+00:00,1,0.04869615351664749,50
2025-09-22 00:00:00+00:00,1,0.20729569898935224,50
2025-09-23 00:00:00+00:00,1,-0.1338456006765415,50
2025-09-24 00:00:00+00:00,1,0.16934825729159272,50
2025-09-25 00:00:00+00:00,1,-0.30836835376536526,50
2025-09-26 00:00:00+00:00,1,-0.2206853523962427,50
2025-09-27 00:00:00+00:00,1,0.09463647415426958,50
2025-09-28 00:00:00+00:00,1,0.1107081988346749,50
2025-09-29 00:00:00+00:00,1,0.2383422188393703,50
2025-09-30 00:00:00+00:00,1,-0.30774402911204807,50
2025-10-01 00:00:00+00:00,1,-0.039717606790110105,50
2025-10-02 00:00:00+00:00,1,-0.01810541494619883,50
2025-10-03 00:00:00+00:00,1,0.08947482296282919,50
2025-10-04 00:00:00+00:00,1,0.27499099729956106,50
2025-10-05 00:00:00+00:00,1,0.014503541946291902,50
2025-10-06 00:00:00+00:00,1,-0.48428383108081974,50
2025-10-07 00:00:00+00:00,1,0.5309386043981186,50
2025-10-08 00:00:00+00:00,1,-0.43144599920469523,50
2025-10-09 00:00:00+00:00,1,0.019306039279501145,50
2025-10-10 00:00:00+00:00,1,0.3639070307691934,50
2025-10-11 00:00:00+00:00,1,-0.5946595009372955,50
2025-10-12 00:00:00+00:00,1,-0.12570248852883065,50
2025-10-13 00:00:00+00:00,1,-0.17274168067000098,50
2025-10-14 00:00:00+00:00,1,-0.05527541686159887,50
2025-10-15 00:00:00+00:00,1,0.0815924702414044,50
2025-10-16 00:00:00+00:00,1,0.40548593088894136,50
2025-10-17 00:00:00+00:00,1,-0.14696700717875033,50
2025-10-18 00:00:00+00:00,1,-0.029440015673926838,50
2025-10-19 00:00:00+00:00,1,-0.00984488310740901,50
2025-10-20 00:00:00+00:00,1,-0.22581342460749845,50
2025-10-21 00:00:00+00:00,1,-0.2091917600774324,50
2025-10-22 00:00:00+00:00,1,0.07880898123796362,50
2025-10-23 00:00:00+00:00,1,-0.07012151322907696,50
2025-10-24 00:00:00+00:00,1,-0.31360024149595594,50
2025-10-25 00:00:00+00:00,1,-0.04510194874680523,50
2025-10-26 00:00:00+00:00,1,-0.3267217400158634,50
2025-10-27 00:00:00+00:00,1,0.1789847772746994,50
2025-10-28 00:00:00+00:00,1,0.0350615987632593,50
2025-10-29 00:00:00+00:00,1,-0.14421553156853292,50
2025-10-30 00:00:00+00:00,1,0.22138981036661232,50
2025-10-31 00:00:00+00:00,1,0.27604754671286713,50
2025-11-01 00:00:00+00:00,1,-0.4113056274040092,50
2025-11-02 00:00:00+00:00,1,-0.32199198105005294,50
2025-11-03 00:00:00+00:00,1,0.16118573239248493,50
2025-11-04 00:00:00+00:00,1,-0.19148476605088566,50
2025-11-05 00:00:00+00:00,1,-0.21760115416771067,50
2025-11-06 00:00:00+00:00,1,0.20453836142138151,50
2025-11-07 00:00:00+00:00,1,0.6079293124334363,50
2025-11-08 00:00:00+00:00,1,-0.07789650674465387,50
2025-11-09 00:00:00+00:00,1,-0.5204571648098348,50
2025-11-10 00:00:00+00:00,1,-0.2461220776852252,50
2025-11-11 00:00:00+00:00,1,-0.393622134524477,50
2025-11-12 00:00:00+00:00,1,-0.2833061214689958,50
2025-11-13 00:00:00+00:00,1,0.26617357966818117,50
2025-11-14 00:00:00+00:00,1,0.2619533693901592,50
2025-11-15 00:00:00+00:00,1,0.005379830701493157,50
2025-11-16 00:00:00+00:00,1,-0.12909112831666436,50
2025-11-17 00:00:00+00:00,1,0.15382398958269197,50
2025-11-18 00:00:00+00:00,1,-0.2803352343714622,50
2025-11-19 00:00:00+00:00,1,-0.06704447288874693,50
2025-11-20 00:00:00+00:00,1,0.18504466621800997,50
2025-11-21 00:00:00+00:00,1,-0.3743937010017591,50
2025-11-22 00:00:00+00:00,1,-0.153842463610211,50
2025-11-23 00:00:00+00:00,1,-0.3050619568691407,50
2025-11-24 00:00:00+00:00,1,-0.27497118740886795,50
2025-11-25 00:00:00+00:00,1,0.11596849434453975,50
2025-11-26 00:00:00+00:00,1,-0.16933198944743494,50
2025-11-27 00:00:00+00:00,1,-0.24639770162984154,50
2025-11-28 00:00:00+00:00,1,0.3443804133890767,50
2025-11-29 00:00:00+00:00,1,0.05215637360829453,50
2025-11-30 00:00:00+00:00,1,0.0744512255329337,50
2025-12-01 00:00:00+00:00,1,0.25621938600391464,50
2025-12-02 00:00:00+00:00,1,-0.3541841783241815,50
2025-12-03 00:00:00+00:00,1,-0.03116895623552776,50
2025-12-04 00:00:00+00:00,1,0.5289145205356364,50
2025-12-05 00:00:00+00:00,1,0.3912886892760375,50
2025-12-06 00:00:00+00:00,1,-0.06541315559601361,50
2025-12-07 00:00:00+00:00,1,0.4344756471403337,50
2025-12-08 00:00:00+00:00,1,-0.3100268924051086,50
2025-12-09 00:00:00+00:00,1,-0.09420412477996072,50
2025-12-10 00:00:00+00:00,1,0.20319366216808293,50
2025-12-11 00:00:00+00:00,1,0.24518515413317662,50
2025-12-12 00:00:00+00:00,1,0.08121413077302425,50
2025-12-13 00:00:00+00:00,1,-0.07858017997968815,50
2025-12-14 00:00:00+00:00,1,0.3046224058454621,50
2025-12-15 00:00:00+00:00,1,-0.03909232829232321,50
2025-12-16 00:00:00+00:00,1,-0.05335958986130446,50
2025-12-17 00:00:00+00:00,1,0.34012201806367975,50
2025-12-18 00:00:00+00:00,1,0.1683194472155758,50
2025-12-19 00:00:00+00:00,1,-0.10675182494060662,50
2025-12-20 00:00:00+00:00,1,-0.3625621619184853,50
2025-12-21 00:00:00+00:00,1,0.30816885317192,50
2025-12-22 00:00:00+00:00,1,-0.07525513321138878,50
2025-12-23 00:00:00+00:00,1,-0.5206012299510195,50
2025-12-24 00:00:00+00:00,1,-0.023773503685775875,50
2025-12-25 00:00:00+00:00,1,0.14382788713570596,50
2025-12-26 00:00:00+00:00,1,-0.16883616628920128,50
2025-12-27 00:00:00+00:00,1,-0.2449087486570296,50
2025-12-28 00:00:00+00:00,1,-0.053646471953558886,50
2025-12-29 00:00:00+00:00,1,-0.02050764863399252,50
2025-12-30 00:00:00+00:00,1,0.11556751524660548,50
2025-12-31 00:00:00+00:00,1,0.2679184582070463,50
2026-01-01 00:00:00+00:00,1,-0.19038928424323268,50
2026-01-02 00:00:00+00:00,1,-0.41502366426482684,50
2026-01-03 00:00:00+00:00,1,0.017967381948581256,50
2026-01-04 00:00:00+00:00,1,-0.05624534887299195,50
2026-01-05 00:00:00+00:00,1,-0.3995197041241758,50
2026-01-06 00:00:00+00:00,1,-0.27562194119521394,50
2026-01-07 00:00:00+00:00,1,0.01133498261387561,50
2026-01-08 00:00:00+00:00,1,0.01940208922616533,50
2026-01-09 00:00:00+00:00,1,-0.103786952454468,50
2026-01-10 00:00:00+00:00,1,0.012775563369133198,50
2026-01-11 00:00:00+00:00,1,0.08360947068292236,50
2026-01-12 00:00:00+00:00,1,0.0882762611746873,50
2026-01-13 00:00:00+00:00,1,-0.17246596310226495,50
2026-01-14 00:00:00+00:00,1,-0.1650138083690695,50
2026-01-15 00:00:00+00:00,1,0.09514432719643935,50
2026-01-16 00:00:00+00:00,1,-0.3351665622850024,50
2026-01-17 00:00:00+00:00,1,-0.10004322743573103,50
2026-01-18 00:00:00+00:00,1,0.06334646113198938,50
2026-01-19 00:00:00+00:00,1,-0.11473441671290574,50
2026-01-20 00:00:00+00:00,1,-0.1888341951417873,50
2026-01-21 00:00:00+00:00,1,-0.11881663748335236,50
2026-01-22 00:00:00+00:00,1,0.014168728267344511,50
2026-01-23 00:00:00+00:00,1,0.03462600577243862,50
2026-01-24 00:00:00+00:00,1,-0.19139790557751823,50
2026-01-25 00:00:00+00:00,1,-0.1237153024078883,50
2026-01-26 00:00:00+00:00,1,-0.1898998658051673,50
2026-01-27 00:00:00+00:00,1,-0.07424839189541745,50
2026-01-28 00:00:00+00:00,1,-0.1154428310760448,50
2026-01-29 00:00:00+00:00,1,0.21871623390913802,50
2026-01-30 00:00:00+00:00,1,0.11972913389086397,50
2026-01-31 00:00:00+00:00,1,-0.09278870529478582,50
2026-02-01 00:00:00+00:00,1,0.15161768154591423,44
2026-02-02 00:00:00+00:00,1,0.01797230161222229,44
2026-02-03 00:00:00+00:00,1,0.3550433574833891,44
2026-02-04 00:00:00+00:00,1,0.2687292980104049,44
2026-02-05 00:00:00+00:00,1,0.04729182110510257,44
2026-02-06 00:00:00+00:00,1,-0.26641294154588335,44
2026-02-07 00:00:00+00:00,1,-0.04503964827634378,44
2026-02-08 00:00:00+00:00,1,0.031085892462643178,44
2026-02-09 00:00:00+00:00,1,0.2800253763372957,44
2026-02-10 00:00:00+00:00,1,0.49661686425184637,44
2026-02-11 00:00:00+00:00,1,0.16344798583593978,44
2026-02-12 00:00:00+00:00,1,-0.08535983731821589,44
2026-02-13 00:00:00+00:00,1,-0.04955590215327586,44
2026-02-14 00:00:00+00:00,1,-0.015082637431433609,44
2026-02-15 00:00:00+00:00,1,-0.1302646922244095,44
2026-02-16 00:00:00+00:00,1,0.05772483846469801,44
2026-02-17 00:00:00+00:00,1,0.17542994253801386,44
2026-02-18 00:00:00+00:00,1,0.19806167708376532,44
2026-02-19 00:00:00+00:00,1,0.329210277767413,44
2026-02-20 00:00:00+00:00,1,-0.005568478308752778,44
2026-02-21 00:00:00+00:00,1,-0.10897684749942484,44
2026-02-22 00:00:00+00:00,1,0.3771895931238178,44
2026-02-23 00:00:00+00:00,1,-0.14688987012190993,44
2026-02-24 00:00:00+00:00,1,-0.26766327767243475,44
2026-02-25 00:00:00+00:00,1,-0.27488987210914045,44
2026-02-26 00:00:00+00:00,1,0.0033125418657821474,44
2026-02-27 00:00:00+00:00,1,-0.2195517360409454,44
2026-02-28 00:00:00+00:00,1,0.1350341817434922,44
2026-03-01 00:00:00+00:00,1,-0.03363047012663379,42
2026-03-02 00:00:00+00:00,1,0.05309447927503834,42
2026-03-03 00:00:00+00:00,1,0.15814218226053567,42
2026-03-04 00:00:00+00:00,1,-0.1803371750505603,42
2026-03-05 00:00:00+00:00,1,0.11500121716835089,42
2026-03-06 00:00:00+00:00,1,-0.10940919180921332,42
2026-03-07 00:00:00+00:00,1,0.26868212822139653,42
2026-03-08 00:00:00+00:00,1,-0.2334873197054397,42
2026-03-09 00:00:00+00:00,1,0.22174494923709115,42
2026-03-10 00:00:00+00:00,1,-0.23170435509817844,42
2026-03-11 00:00:00+00:00,1,-0.1526927939922075,42
2026-03-12 00:00:00+00:00,1,-0.06556181374157348,42
2026-03-13 00:00:00+00:00,1,-0.15845998611291431,42
2026-03-14 00:00:00+00:00,1,0.20497650143949075,42
2026-03-15 00:00:00+00:00,1,-0.24183483582125373,42
2026-03-16 00:00:00+00:00,1,-0.3122492830720827,42
2026-03-17 00:00:00+00:00,1,-0.006079027600239679,42
2026-03-18 00:00:00+00:00,1,0.04538823282171404,42
2026-03-19 00:00:00+00:00,1,-0.1964821372627055,42
2026-03-20 00:00:00+00:00,1,0.15213163036849509,42
2026-03-21 00:00:00+00:00,1,0.15568522775222132,42
2026-03-22 00:00:00+00:00,1,0.11945862868650403,42
2026-03-23 00:00:00+00:00,1,0.11112011999744634,42
2026-03-24 00:00:00+00:00,1,-0.059726893751395,42
2026-03-25 00:00:00+00:00,1,0.0494367459286075,42
2026-03-26 00:00:00+00:00,1,0.017424426843689528,42
2026-03-27 00:00:00+00:00,1,0.2713567919412475,42
2026-03-28 00:00:00+00:00,1,0.24209759185439259,42
2026-03-29 00:00:00+00:00,1,0.0826680731804945,42
2026-03-30 00:00:00+00:00,1,-0.02674230154647988,42
2026-03-31 00:00:00+00:00,1,0.03607328441576357,42
2026-04-01 00:00:00+00:00,1,-0.2505443702227592,39
2026-04-02 00:00:00+00:00,1,0.03887229887401131,39
2026-04-03 00:00:00+00:00,1,0.12744204944327858,39
2026-04-04 00:00:00+00:00,1,0.1396902527654682,39
2026-04-05 00:00:00+00:00,1,0.011237092759179562,39
2026-04-06 00:00:00+00:00,1,-0.21159200880208048,39
2026-04-07 00:00:00+00:00,1,0.046575206691037596,39
2026-04-08 00:00:00+00:00,1,0.24843086154078062,39
2026-04-09 00:00:00+00:00,1,-0.013666734436840008,39
2026-04-10 00:00:00+00:00,1,0.014073099768326382,39
2026-04-11 00:00:00+00:00,1,0.09568167461528376,39
2026-04-12 00:00:00+00:00,1,0.1462920826406729,39
2026-04-13 00:00:00+00:00,1,-0.03300263278822105,39
2026-04-14 00:00:00+00:00,1,-0.30413212015633023,39
2026-04-15 00:00:00+00:00,1,-0.0516324997555316,39
2026-04-16 00:00:00+00:00,1,-0.0462574017496098,39
2026-04-17 00:00:00+00:00,1,-0.04658936544092875,39
2026-04-18 00:00:00+00:00,1,-0.020855480293410802,39
2026-04-19 00:00:00+00:00,1,-0.3298071607591897,39
2026-04-20 00:00:00+00:00,1,0.27424580436592283,39
2026-04-21 00:00:00+00:00,1,-0.00698451263827341,39
2026-04-22 00:00:00+00:00,1,-0.33154485393074834,39
2026-04-23 00:00:00+00:00,1,0.08122343002510052,39
2026-04-24 00:00:00+00:00,1,-0.043220810825127756,39
2026-04-25 00:00:00+00:00,1,0.04111601225159266,39
2026-04-26 00:00:00+00:00,1,-0.5334345906115608,39
2026-04-27 00:00:00+00:00,1,0.009516578386313666,39
2026-04-28 00:00:00+00:00,1,0.22767767221076426,39
2026-04-29 00:00:00+00:00,1,-0.04333299784779634,39
2026-04-30 00:00:00+00:00,1,0.2545933116357772,39
2026-05-01 00:00:00+00:00,1,0.034625876731529615,37
2026-05-02 00:00:00+00:00,1,-0.08334815473555517,37
2026-05-03 00:00:00+00:00,1,0.13844241615134933,37
2026-05-04 00:00:00+00:00,1,0.273789067581841,37
2026-05-05 00:00:00+00:00,1,-0.210457677247684,37
2026-05-06 00:00:00+00:00,1,-0.11466857123078471,37
2026-05-07 00:00:00+00:00,1,0.12071624148183954,37
2026-05-08 00:00:00+00:00,1,0.30563130031023733,37
2026-05-09 00:00:00+00:00,1,-0.30892383331026385,37
2026-05-10 00:00:00+00:00,1,-0.14926789020208245,37
2026-05-11 00:00:00+00:00,1,-0.15131033804599928,37
2026-05-12 00:00:00+00:00,1,-0.06485653490393417,37
2026-05-13 00:00:00+00:00,1,-0.2512008897177963,37
2026-05-14 00:00:00+00:00,1,-0.0962712683432017,37
2026-05-15 00:00:00+00:00,1,0.2683895446597219,37
2026-05-16 00:00:00+00:00,1,0.047548469510748474,37
2026-05-17 00:00:00+00:00,1,0.4543783919331376,37
2026-05-18 00:00:00+00:00,1,0.2493478846489462,37
2026-05-19 00:00:00+00:00,1,0.01932309884255065,37
2026-05-20 00:00:00+00:00,1,0.11783533895395917,37
2026-05-21 00:00:00+00:00,1,0.012093905960148603,37
2026-05-22 00:00:00+00:00,1,0.138622088695747,37
2026-05-23 00:00:00+00:00,1,0.3713015439901866,37
2026-05-24 00:00:00+00:00,1,-0.1598197903037388,37
2026-05-25 00:00:00+00:00,1,0.306077702024488,37
2026-05-26 00:00:00+00:00,1,0.2660501553720993,37
2026-05-27 00:00:00+00:00,1,-0.2282699065349127,37
2026-05-28 00:00:00+00:00,1,-0.27477025788095255,37
2026-05-29 00:00:00+00:00,1,-0.016122340138569866,37
2026-05-30 00:00:00+00:00,1,0.08749259101200745,37
2026-05-31 00:00:00+00:00,1,0.1949253078282775,37
